"variable" "sex" "age_group" "ht.code" "count_n_" "year" "n_denom" "rate_strat" "aggr_level"
"incidence" "m" "16-17" 4 NA 2014 72146 NA "age_group"
"incidence" "m" "18+" 1 12 2014 2189063 0.54817974631155 "age_group"
"incidence" "m" "18+" 2 31 2014 2189063 1.41613101130484 "age_group"
"incidence" "m" "18+" 3 NA 2014 2189063 NA "age_group"
"incidence" "m" "18+" 4 47 2014 2189063 2.14703733972024 "age_group"
"prevalence" "f" "0-1" 1 261 2015 27684 942.782834850455 "age_group"
"prevalence" "f" "0-1" 2 62 2015 27684 223.956075711602 "age_group"
"prevalence" "f" "0-1" 3 37 2015 27684 133.651206473053 "age_group"
"prevalence" "f" "0-1" 4 360 2015 27684 1300.39011703511 "age_group"
"prevalence" "f" "2-3" 1 544 2015 58199 934.723964329284 "age_group"
"prevalence" "f" "2-3" 2 162 2015 58199 278.355298201 "age_group"
"prevalence" "f" "2-3" 3 87 2015 58199 149.487104589426 "age_group"
"prevalence" "f" "2-3" 4 793 2015 58199 1362.56636711971 "age_group"
"prevalence" "f" "4-5" 1 623 2015 63103 987.274772990191 "age_group"
"prevalence" "f" "4-5" 2 170 2015 63103 269.400820880148 "age_group"
"prevalence" "f" "4-5" 3 106 2015 63103 167.979335372328 "age_group"
"prevalence" "f" "4-5" 4 899 2015 63103 1424.65492924267 "age_group"
"prevalence" "f" "6-7" 1 602 2015 64646 931.225443182873 "age_group"
"prevalence" "f" "6-7" 2 184 2015 64646 284.627045756891 "age_group"
"prevalence" "f" "6-7" 3 107 2015 64646 165.516814652105 "age_group"
"prevalence" "f" "6-7" 4 893 2015 64646 1381.36930359187 "age_group"
"prevalence" "f" "8-9" 1 584 2015 65134 896.613135996561 "age_group"
"prevalence" "f" "8-9" 2 207 2015 65134 317.80636840974 "age_group"
"prevalence" "f" "8-9" 3 105 2015 65134 161.206128903491 "age_group"
"prevalence" "f" "8-9" 4 896 2015 65134 1375.62563330979 "age_group"
"prevalence" "f" "10-11" 1 526 2015 64646 813.662098196331 "age_group"
"prevalence" "f" "10-11" 2 216 2015 64646 334.127401540699 "age_group"
"prevalence" "f" "10-11" 3 117 2015 64646 180.985675834545 "age_group"
"prevalence" "f" "10-11" 4 859 2015 64646 1328.77517557157 "age_group"
"prevalence" "f" "12-13" 1 447 2015 64598 691.971887674541 "age_group"
"prevalence" "f" "12-13" 2 237 2015 64598 366.884423666367 "age_group"
"prevalence" "f" "12-13" 3 112 2015 64598 173.379980804359 "age_group"
"prevalence" "f" "12-13" 4 796 2015 64598 1232.23629214527 "age_group"
"prevalence" "f" "14-15" 1 490 2015 66879 732.666457333393 "age_group"
"prevalence" "f" "14-15" 2 238 2015 66879 355.866564990505 "age_group"
"prevalence" "f" "14-15" 3 94 2015 66879 140.552340794569 "age_group"
"prevalence" "f" "14-15" 4 822 2015 66879 1229.08536311847 "age_group"
"prevalence" "f" "16-17" 1 435 2015 67803 641.564532542808 "age_group"
"prevalence" "f" "16-17" 2 282 2015 67803 415.910800407062 "age_group"
"prevalence" "f" "16-17" 3 123 2015 67803 181.407902305208 "age_group"
"prevalence" "f" "16-17" 4 840 2015 67803 1238.88323525508 "age_group"
"prevalence" "f" "18+" 1 4461 2015 2278205 195.81205378796 "age_group"
"prevalence" "f" "18+" 2 3494 2015 2278205 153.366356407786 "age_group"
"prevalence" "f" "18+" 3 1617 2015 2278205 70.9769313999399 "age_group"
"prevalence" "f" "18+" 4 9572 2015 2278205 420.155341595686 "age_group"
"prevalence" "m" "0-1" 1 224 2015 29064 770.712909441233 "age_group"
"prevalence" "m" "0-1" 2 65 2015 29064 223.644371043215 "age_group"
"prevalence" "m" "0-1" 3 72 2015 29064 247.729149463253 "age_group"
"prevalence" "m" "0-1" 4 361 2015 29064 1242.0864299477 "age_group"
"prevalence" "m" "2-3" 1 576 2015 61158 941.822819582066 "age_group"
"prevalence" "m" "2-3" 2 176 2015 61158 287.779194872298 "age_group"
"prevalence" "m" "2-3" 3 152 2015 61158 248.536577389712 "age_group"
"prevalence" "m" "2-3" 4 904 2015 61158 1478.13859184408 "age_group"
"prevalence" "m" "4-5" 1 657 2015 66573 986.886575638772 "age_group"
"prevalence" "m" "4-5" 2 199 2015 66573 298.919982575519 "age_group"
"prevalence" "m" "4-5" 3 146 2015 66573 219.308127919727 "age_group"
"prevalence" "m" "4-5" 4 1002 2015 66573 1505.11468613402 "age_group"
"prevalence" "m" "6-7" 1 600 2015 68383 877.411052454557 "age_group"
"prevalence" "m" "6-7" 2 208 2015 68383 304.169164850913 "age_group"
"prevalence" "m" "6-7" 3 125 2015 68383 182.793969261366 "age_group"
"prevalence" "m" "6-7" 4 933 2015 68383 1364.37418656684 "age_group"
"prevalence" "m" "8-9" 1 485 2015 68243 710.695602479375 "age_group"
"prevalence" "m" "8-9" 2 250 2015 68243 366.337939422358 "age_group"
"prevalence" "m" "8-9" 3 151 2015 68243 221.268115411104 "age_group"
"prevalence" "m" "8-9" 4 886 2015 68243 1298.30165731284 "age_group"
"prevalence" "m" "10-11" 1 464 2015 67694 685.437409519307 "age_group"
"prevalence" "m" "10-11" 2 247 2015 67694 364.877241705321 "age_group"
"prevalence" "m" "10-11" 3 142 2015 67694 209.76748308565 "age_group"
"prevalence" "m" "10-11" 4 853 2015 67694 1260.08213431028 "age_group"
"prevalence" "m" "12-13" 1 401 2015 67757 591.820771285624 "age_group"
"prevalence" "m" "12-13" 2 269 2015 67757 397.006951311304 "age_group"
"prevalence" "m" "12-13" 3 141 2015 67757 208.096580427115 "age_group"
"prevalence" "m" "12-13" 4 811 2015 67757 1196.92430302404 "age_group"
"prevalence" "m" "14-15" 1 376 2015 69703 539.431588310403 "age_group"
"prevalence" "m" "14-15" 2 301 2015 69703 431.832202344232 "age_group"
"prevalence" "m" "14-15" 3 136 2015 69703 195.113553218656 "age_group"
"prevalence" "m" "14-15" 4 813 2015 69703 1166.37734387329 "age_group"
"prevalence" "m" "16-17" 1 390 2015 71485 545.569000489613 "age_group"
"prevalence" "m" "16-17" 2 321 2015 71485 449.045254249143 "age_group"
"prevalence" "m" "16-17" 3 131 2015 71485 183.255228369588 "age_group"
"prevalence" "m" "16-17" 4 842 2015 71485 1177.86948310834 "age_group"
"prevalence" "m" "18+" 1 3734 2015 2211568 168.839484022196 "age_group"
"prevalence" "m" "18+" 2 3607 2015 2211568 163.096952026797 "age_group"
"prevalence" "m" "18+" 3 1567 2015 2211568 70.8547058014947 "age_group"
"prevalence" "m" "18+" 4 8908 2015 2211568 402.791141850488 "age_group"
"incidence" "f" "0-1" 1 297 2015 27684 1072.82184655397 "age_group"
"incidence" "f" "0-1" 2 75 2015 27684 270.914607715648 "age_group"
"incidence" "f" "0-1" 3 57 2015 27684 205.895101863892 "age_group"
"incidence" "f" "0-1" 4 429 2015 27684 1549.63155613351 "age_group"
"incidence" "f" "2-3" 1 16 2015 58199 27.4918813038025 "age_group"
"incidence" "f" "2-3" 2 NA 2015 58199 NA "age_group"
"incidence" "f" "2-3" 3 NA 2015 58199 NA "age_group"
"incidence" "f" "2-3" 4 24 2015 58199 41.2378219557037 "age_group"
"incidence" "f" "4-5" 1 11 2015 63103 17.4318178216567 "age_group"
"incidence" "f" "4-5" 2 NA 2015 63103 NA "age_group"
"incidence" "f" "4-5" 3 NA 2015 63103 NA "age_group"
"incidence" "f" "4-5" 4 21 2015 63103 33.2789249322536 "age_group"
"incidence" "f" "6-7" 1 NA 2015 64646 NA "age_group"
"incidence" "f" "6-7" 2 NA 2015 64646 NA "age_group"
"incidence" "f" "6-7" 3 NA 2015 64646 NA "age_group"
"incidence" "f" "6-7" 4 13 2015 64646 20.1095195371717 "age_group"
"incidence" "f" "8-9" 1 NA 2015 65134 NA "age_group"
"incidence" "f" "8-9" 2 NA 2015 65134 NA "age_group"
"incidence" "f" "8-9" 3 NA 2015 65134 NA "age_group"
"incidence" "f" "8-9" 4 NA 2015 65134 NA "age_group"
"incidence" "f" "10-11" 1 NA 2015 64646 NA "age_group"
"incidence" "f" "10-11" 2 NA 2015 64646 NA "age_group"
"incidence" "f" "10-11" 3 NA 2015 64646 NA "age_group"
"incidence" "f" "10-11" 4 13 2015 64646 20.1095195371717 "age_group"
"incidence" "f" "12-13" 1 NA 2015 64598 NA "age_group"
"incidence" "f" "12-13" 2 14 2015 64598 21.6724976005449 "age_group"
"incidence" "f" "12-13" 3 NA 2015 64598 NA "age_group"
"incidence" "f" "12-13" 4 18 2015 64598 27.8646397721292 "age_group"
"incidence" "f" "14-15" 1 NA 2015 66879 NA "age_group"
"incidence" "f" "14-15" 2 12 2015 66879 17.942852016328 "age_group"
"incidence" "f" "14-15" 3 NA 2015 66879 NA "age_group"
"incidence" "f" "14-15" 4 22 2015 66879 32.8952286966013 "age_group"
"incidence" "f" "16-17" 1 NA 2015 67803 NA "age_group"
"incidence" "f" "16-17" 2 NA 2015 67803 NA "age_group"
"incidence" "f" "16-17" 3 NA 2015 67803 NA "age_group"
"incidence" "f" "16-17" 4 12 2015 67803 17.6983319322154 "age_group"
"incidence" "f" "18+" 1 29 2015 2278205 1.27293197934339 "age_group"
"incidence" "f" "18+" 2 55 2015 2278205 2.41418134013401 "age_group"
"incidence" "f" "18+" 3 16 2015 2278205 0.702307298948075 "age_group"
"incidence" "f" "18+" 4 100 2015 2278205 4.38942061842547 "age_group"
"incidence" "m" "0-1" 1 278 2015 29064 956.509771538673 "age_group"
"incidence" "m" "0-1" 2 108 2015 29064 371.59372419488 "age_group"
"incidence" "m" "0-1" 3 58 2015 29064 199.559592623176 "age_group"
"incidence" "m" "0-1" 4 444 2015 29064 1527.66308835673 "age_group"
"incidence" "m" "2-3" 1 12 2015 61158 19.621308741293 "age_group"
"incidence" "m" "2-3" 2 20 2015 61158 32.7021812354884 "age_group"
"incidence" "m" "2-3" 3 NA 2015 61158 NA "age_group"
"incidence" "m" "2-3" 4 36 2015 61158 58.8639262238791 "age_group"
"incidence" "m" "4-5" 1 NA 2015 66573 NA "age_group"
"incidence" "m" "4-5" 2 13 2015 66573 19.5274360476469 "age_group"
"incidence" "m" "4-5" 3 NA 2015 66573 NA "age_group"
"incidence" "m" "4-5" 4 25 2015 66573 37.5527616300903 "age_group"
"incidence" "m" "6-7" 1 NA 2015 68383 NA "age_group"
"incidence" "m" "6-7" 2 NA 2015 68383 NA "age_group"
"incidence" "m" "6-7" 3 NA 2015 68383 NA "age_group"
"incidence" "m" "6-7" 4 12 2015 68383 17.5482210490911 "age_group"
"incidence" "m" "8-9" 1 NA 2015 68243 NA "age_group"
"incidence" "m" "8-9" 2 10 2015 68243 14.6535175768943 "age_group"
"incidence" "m" "8-9" 3 NA 2015 68243 NA "age_group"
"incidence" "m" "8-9" 4 15 2015 68243 21.9802763653415 "age_group"
"incidence" "m" "10-11" 1 NA 2015 67694 NA "age_group"
"incidence" "m" "10-11" 2 NA 2015 67694 NA "age_group"
"incidence" "m" "10-11" 3 NA 2015 67694 NA "age_group"
"incidence" "m" "10-11" 4 10 2015 67694 14.7723579637782 "age_group"
"incidence" "m" "12-13" 1 NA 2015 67757 NA "age_group"
"incidence" "m" "12-13" 2 19 2015 67757 28.0413831781218 "age_group"
"incidence" "m" "12-13" 3 NA 2015 67757 NA "age_group"
"incidence" "m" "12-13" 4 22 2015 67757 32.46896999572 "age_group"
"incidence" "m" "14-15" 1 NA 2015 69703 NA "age_group"
"incidence" "m" "14-15" 2 NA 2015 69703 NA "age_group"
"incidence" "m" "14-15" 3 NA 2015 69703 NA "age_group"
"incidence" "m" "14-15" 4 12 2015 69703 17.2159017545873 "age_group"
"incidence" "m" "16-17" 1 NA 2015 71485 NA "age_group"
"incidence" "m" "16-17" 2 NA 2015 71485 NA "age_group"
"incidence" "m" "16-17" 3 NA 2015 71485 NA "age_group"
"incidence" "m" "16-17" 4 NA 2015 71485 NA "age_group"
"incidence" "m" "18+" 1 14 2015 2211568 0.633035023114822 "age_group"
"incidence" "m" "18+" 2 51 2015 2211568 2.30605615563256 "age_group"
"incidence" "m" "18+" 3 NA 2015 2211568 NA "age_group"
"incidence" "m" "18+" 4 74 2015 2211568 3.34604226503549 "age_group"
"prevalence" "f" "0-1" 1 256 2016 28143 909.640052588566 "age_group"
"prevalence" "f" "0-1" 2 70 2016 28143 248.729701879686 "age_group"
"prevalence" "f" "0-1" 3 50 2016 28143 177.664072771204 "age_group"
"prevalence" "f" "0-1" 4 376 2016 28143 1336.03382723946 "age_group"
"prevalence" "f" "2-3" 1 550 2016 56894 966.710022146448 "age_group"
"prevalence" "f" "2-3" 2 157 2016 56894 275.951769958168 "age_group"
"prevalence" "f" "2-3" 3 92 2016 56894 161.704221886315 "age_group"
"prevalence" "f" "2-3" 4 799 2016 56894 1404.36601399093 "age_group"
"prevalence" "f" "4-5" 1 602 2016 61995 971.046052100976 "age_group"
"prevalence" "f" "4-5" 2 181 2016 61995 291.959028953948 "age_group"
"prevalence" "f" "4-5" 3 92 2016 61995 148.399064440681 "age_group"
"prevalence" "f" "4-5" 4 875 2016 61995 1411.4041454956 "age_group"
"prevalence" "f" "6-7" 1 620 2016 64288 964.410154305625 "age_group"
"prevalence" "f" "6-7" 2 189 2016 64288 293.989547038328 "age_group"
"prevalence" "f" "6-7" 3 108 2016 64288 167.994026879044 "age_group"
"prevalence" "f" "6-7" 4 917 2016 64288 1426.393728223 "age_group"
"prevalence" "f" "8-9" 1 601 2016 65443 918.356432315145 "age_group"
"prevalence" "f" "8-9" 2 182 2016 65443 278.104610118729 "age_group"
"prevalence" "f" "8-9" 3 107 2016 65443 163.501061992879 "age_group"
"prevalence" "f" "8-9" 4 890 2016 65443 1359.96210442675 "age_group"
"prevalence" "f" "10-11" 1 564 2016 65134 865.90720668161 "age_group"
"prevalence" "f" "10-11" 2 226 2016 65134 346.977001258943 "age_group"
"prevalence" "f" "10-11" 3 116 2016 65134 178.094390026714 "age_group"
"prevalence" "f" "10-11" 4 906 2016 65134 1390.97859796727 "age_group"
"prevalence" "f" "12-13" 1 483 2016 64597 747.712742077806 "age_group"
"prevalence" "f" "12-13" 2 229 2016 64597 354.505627196309 "age_group"
"prevalence" "f" "12-13" 3 106 2016 64597 164.094307785191 "age_group"
"prevalence" "f" "12-13" 4 818 2016 64597 1266.31267705931 "age_group"
"prevalence" "f" "14-15" 1 485 2016 66546 728.819162684459 "age_group"
"prevalence" "f" "14-15" 2 268 2016 66546 402.728939380278 "age_group"
"prevalence" "f" "14-15" 3 111 2016 66546 166.801911459742 "age_group"
"prevalence" "f" "14-15" 4 864 2016 66546 1298.35001352448 "age_group"
"prevalence" "f" "16-17" 1 457 2016 67494 677.0972234569 "age_group"
"prevalence" "f" "16-17" 2 263 2016 67494 389.664266453314 "age_group"
"prevalence" "f" "16-17" 3 106 2016 67494 157.05099712567 "age_group"
"prevalence" "f" "16-17" 4 826 2016 67494 1223.81248703588 "age_group"
"prevalence" "f" "18+" 1 4751 2016 2300228 206.544742521176 "age_group"
"prevalence" "f" "18+" 2 3797 2016 2300228 165.070593002085 "age_group"
"prevalence" "f" "18+" 3 1724 2016 2300228 74.9490920030536 "age_group"
"prevalence" "f" "18+" 4 10272 2016 2300228 446.564427526315 "age_group"
"prevalence" "m" "0-1" 1 258 2016 29750 867.226890756303 "age_group"
"prevalence" "m" "0-1" 2 82 2016 29750 275.63025210084 "age_group"
"prevalence" "m" "0-1" 3 68 2016 29750 228.571428571429 "age_group"
"prevalence" "m" "0-1" 4 408 2016 29750 1371.42857142857 "age_group"
"prevalence" "m" "2-3" 1 537 2016 60191 892.159957468725 "age_group"
"prevalence" "m" "2-3" 2 168 2016 60191 279.111495074014 "age_group"
"prevalence" "m" "2-3" 3 150 2016 60191 249.20669203037 "age_group"
"prevalence" "m" "2-3" 4 855 2016 60191 1420.47814457311 "age_group"
"prevalence" "m" "4-5" 1 627 2016 64782 967.861442993424 "age_group"
"prevalence" "m" "4-5" 2 205 2016 64782 316.445926337563 "age_group"
"prevalence" "m" "4-5" 3 166 2016 64782 256.244018400173 "age_group"
"prevalence" "m" "4-5" 4 998 2016 64782 1540.55138773116 "age_group"
"prevalence" "m" "6-7" 1 668 2016 68280 978.324545987112 "age_group"
"prevalence" "m" "6-7" 2 234 2016 68280 342.706502636204 "age_group"
"prevalence" "m" "6-7" 3 123 2016 68280 180.140597539543 "age_group"
"prevalence" "m" "6-7" 4 1025 2016 68280 1501.17164616286 "age_group"
"prevalence" "m" "8-9" 1 508 2016 69004 736.189206422816 "age_group"
"prevalence" "m" "8-9" 2 239 2016 69004 346.356732943018 "age_group"
"prevalence" "m" "8-9" 3 144 2016 69004 208.683554576546 "age_group"
"prevalence" "m" "8-9" 4 891 2016 69004 1291.22949394238 "age_group"
"prevalence" "m" "10-11" 1 481 2016 67953 707.84218503966 "age_group"
"prevalence" "m" "10-11" 2 244 2016 67953 359.07171132989 "age_group"
"prevalence" "m" "10-11" 3 138 2016 67953 203.08154165379 "age_group"
"prevalence" "m" "10-11" 4 863 2016 67953 1269.99543802334 "age_group"
"prevalence" "m" "12-13" 1 453 2016 68112 665.08104298802 "age_group"
"prevalence" "m" "12-13" 2 272 2016 68112 399.342259807376 "age_group"
"prevalence" "m" "12-13" 3 148 2016 68112 217.289170777543 "age_group"
"prevalence" "m" "12-13" 4 873 2016 68112 1281.71247357294 "age_group"
"prevalence" "m" "14-15" 1 381 2016 69446 548.627710739279 "age_group"
"prevalence" "m" "14-15" 2 299 2016 69446 430.550355672033 "age_group"
"prevalence" "m" "14-15" 3 154 2016 69446 221.755032687268 "age_group"
"prevalence" "m" "14-15" 4 834 2016 69446 1200.93309909858 "age_group"
"prevalence" "m" "16-17" 1 352 2016 70790 497.245373640345 "age_group"
"prevalence" "m" "16-17" 2 319 2016 70790 450.628619861562 "age_group"
"prevalence" "m" "16-17" 3 111 2016 70790 156.801808164995 "age_group"
"prevalence" "m" "16-17" 4 782 2016 70790 1104.6758016669 "age_group"
"prevalence" "m" "18+" 1 4004 2016 2239503 178.7896689578 "age_group"
"prevalence" "m" "18+" 2 4009 2016 2239503 179.012932780175 "age_group"
"prevalence" "m" "18+" 3 1671 2016 2239503 74.6147694376833 "age_group"
"prevalence" "m" "18+" 4 9684 2016 2239503 432.417371175658 "age_group"
"incidence" "f" "0-1" 1 306 2016 28143 1087.30412535977 "age_group"
"incidence" "f" "0-1" 2 64 2016 28143 227.410013147141 "age_group"
"incidence" "f" "0-1" 3 36 2016 28143 127.918132395267 "age_group"
"incidence" "f" "0-1" 4 406 2016 28143 1442.63227090218 "age_group"
"incidence" "f" "2-3" 1 16 2016 56894 28.122473371533 "age_group"
"incidence" "f" "2-3" 2 NA 2016 56894 NA "age_group"
"incidence" "f" "2-3" 3 NA 2016 56894 NA "age_group"
"incidence" "f" "2-3" 4 26 2016 56894 45.6990192287412 "age_group"
"incidence" "f" "4-5" 1 NA 2016 61995 NA "age_group"
"incidence" "f" "4-5" 2 NA 2016 61995 NA "age_group"
"incidence" "f" "4-5" 3 NA 2016 61995 NA "age_group"
"incidence" "f" "4-5" 4 14 2016 61995 22.5824663279297 "age_group"
"incidence" "f" "6-7" 1 NA 2016 64288 NA "age_group"
"incidence" "f" "6-7" 2 NA 2016 64288 NA "age_group"
"incidence" "f" "6-7" 3 NA 2016 64288 NA "age_group"
"incidence" "f" "6-7" 4 NA 2016 64288 NA "age_group"
"incidence" "f" "8-9" 1 NA 2016 65443 NA "age_group"
"incidence" "f" "8-9" 2 NA 2016 65443 NA "age_group"
"incidence" "f" "8-9" 3 NA 2016 65443 NA "age_group"
"incidence" "f" "8-9" 4 12 2016 65443 18.336567700136 "age_group"
"incidence" "f" "10-11" 1 NA 2016 65134 NA "age_group"
"incidence" "f" "10-11" 2 NA 2016 65134 NA "age_group"
"incidence" "f" "10-11" 3 NA 2016 65134 NA "age_group"
"incidence" "f" "10-11" 4 NA 2016 65134 NA "age_group"
"incidence" "f" "12-13" 1 NA 2016 64597 NA "age_group"
"incidence" "f" "12-13" 2 NA 2016 64597 NA "age_group"
"incidence" "f" "12-13" 3 NA 2016 64597 NA "age_group"
"incidence" "f" "12-13" 4 NA 2016 64597 NA "age_group"
"incidence" "f" "14-15" 1 NA 2016 66546 NA "age_group"
"incidence" "f" "14-15" 2 NA 2016 66546 NA "age_group"
"incidence" "f" "14-15" 3 NA 2016 66546 NA "age_group"
"incidence" "f" "14-15" 4 NA 2016 66546 NA "age_group"
"incidence" "f" "16-17" 1 NA 2016 67494 NA "age_group"
"incidence" "f" "16-17" 2 NA 2016 67494 NA "age_group"
"incidence" "f" "16-17" 3 NA 2016 67494 NA "age_group"
"incidence" "f" "16-17" 4 NA 2016 67494 NA "age_group"
"incidence" "f" "18+" 1 25 2016 2300228 1.08684878194683 "age_group"
"incidence" "f" "18+" 2 57 2016 2300228 2.47801522283878 "age_group"
"incidence" "f" "18+" 3 18 2016 2300228 0.78253112300172 "age_group"
"incidence" "f" "18+" 4 100 2016 2300228 4.34739512778733 "age_group"
"incidence" "m" "0-1" 1 302 2016 29750 1015.12605042017 "age_group"
"incidence" "m" "0-1" 2 92 2016 29750 309.243697478992 "age_group"
"incidence" "m" "0-1" 3 43 2016 29750 144.53781512605 "age_group"
"incidence" "m" "0-1" 4 437 2016 29750 1468.90756302521 "age_group"
"incidence" "m" "2-3" 1 NA 2016 60191 NA "age_group"
"incidence" "m" "2-3" 2 17 2016 60191 28.2434250967753 "age_group"
"incidence" "m" "2-3" 3 NA 2016 60191 NA "age_group"
"incidence" "m" "2-3" 4 28 2016 60191 46.5185825123357 "age_group"
"incidence" "m" "4-5" 1 NA 2016 64782 NA "age_group"
"incidence" "m" "4-5" 2 10 2016 64782 15.4363866506128 "age_group"
"incidence" "m" "4-5" 3 NA 2016 64782 NA "age_group"
"incidence" "m" "4-5" 4 14 2016 64782 21.610941310858 "age_group"
"incidence" "m" "6-7" 1 NA 2016 68280 NA "age_group"
"incidence" "m" "6-7" 2 NA 2016 68280 NA "age_group"
"incidence" "m" "6-7" 3 NA 2016 68280 NA "age_group"
"incidence" "m" "6-7" 4 16 2016 68280 23.4329232571763 "age_group"
"incidence" "m" "8-9" 1 NA 2016 69004 NA "age_group"
"incidence" "m" "8-9" 2 NA 2016 69004 NA "age_group"
"incidence" "m" "8-9" 3 NA 2016 69004 NA "age_group"
"incidence" "m" "8-9" 4 12 2016 69004 17.3902962147122 "age_group"
"incidence" "m" "10-11" 1 NA 2016 67953 NA "age_group"
"incidence" "m" "10-11" 2 NA 2016 67953 NA "age_group"
"incidence" "m" "10-11" 3 NA 2016 67953 NA "age_group"
"incidence" "m" "10-11" 4 11 2016 67953 16.1876591173311 "age_group"
"incidence" "m" "12-13" 1 NA 2016 68112 NA "age_group"
"incidence" "m" "12-13" 2 NA 2016 68112 NA "age_group"
"incidence" "m" "12-13" 3 NA 2016 68112 NA "age_group"
"incidence" "m" "12-13" 4 11 2016 68112 16.1498708010336 "age_group"
"incidence" "m" "14-15" 1 NA 2016 69446 NA "age_group"
"incidence" "m" "14-15" 2 13 2016 69446 18.7195806813927 "age_group"
"incidence" "m" "14-15" 3 NA 2016 69446 NA "age_group"
"incidence" "m" "14-15" 4 19 2016 69446 27.3593871497278 "age_group"
"incidence" "m" "16-17" 1 NA 2016 70790 NA "age_group"
"incidence" "m" "16-17" 2 NA 2016 70790 NA "age_group"
"incidence" "m" "16-17" 3 NA 2016 70790 NA "age_group"
"incidence" "m" "16-17" 4 NA 2016 70790 NA "age_group"
"incidence" "m" "18+" 1 21 2016 2239503 0.937708053974476 "age_group"
"incidence" "m" "18+" 2 42 2016 2239503 1.87541610794895 "age_group"
"incidence" "m" "18+" 3 NA 2016 2239503 NA "age_group"
"incidence" "m" "18+" 4 70 2016 2239503 3.12569351324825 "age_group"
"prevalence" "f" "0-1" 1 290 2017 28814 1006.45519539113 "age_group"
"prevalence" "f" "0-1" 2 62 2017 28814 215.17317970431 "age_group"
"prevalence" "f" "0-1" 3 58 2017 28814 201.291039078226 "age_group"
"prevalence" "f" "0-1" 4 410 2017 28814 1422.91941417367 "age_group"
"prevalence" "f" "2-3" 1 543 2017 56715 957.418672308913 "age_group"
"prevalence" "f" "2-3" 2 153 2017 56715 269.76990214229 "age_group"
"prevalence" "f" "2-3" 3 89 2017 56715 156.924975755973 "age_group"
"prevalence" "f" "2-3" 4 785 2017 56715 1384.11355020718 "age_group"
"prevalence" "f" "4-5" 1 579 2017 59320 976.062036412677 "age_group"
"prevalence" "f" "4-5" 2 179 2017 59320 301.753202966959 "age_group"
"prevalence" "f" "4-5" 3 91 2017 59320 153.405259608901 "age_group"
"prevalence" "f" "4-5" 4 849 2017 59320 1431.22049898854 "age_group"
"prevalence" "f" "6-7" 1 634 2017 64098 989.110424662236 "age_group"
"prevalence" "f" "6-7" 2 187 2017 64098 291.740771942962 "age_group"
"prevalence" "f" "6-7" 3 111 2017 64098 173.172329869887 "age_group"
"prevalence" "f" "6-7" 4 932 2017 64098 1454.02352647508 "age_group"
"prevalence" "f" "8-9" 1 604 2017 65714 919.134431019265 "age_group"
"prevalence" "f" "8-9" 2 195 2017 65714 296.740420610524 "age_group"
"prevalence" "f" "8-9" 3 108 2017 65714 164.348540645829 "age_group"
"prevalence" "f" "8-9" 4 907 2017 65714 1380.22339227562 "age_group"
"prevalence" "f" "10-11" 1 586 2017 65865 889.698625977378 "age_group"
"prevalence" "f" "10-11" 2 223 2017 65865 338.571320124497 "age_group"
"prevalence" "f" "10-11" 3 108 2017 65865 163.971760419039 "age_group"
"prevalence" "f" "10-11" 4 917 2017 65865 1392.24170652091 "age_group"
"prevalence" "f" "12-13" 1 537 2017 65401 821.088362563264 "age_group"
"prevalence" "f" "12-13" 2 233 2017 65401 356.263665693185 "age_group"
"prevalence" "f" "12-13" 3 119 2017 65401 181.954404366906 "age_group"
"prevalence" "f" "12-13" 4 889 2017 65401 1359.30643262335 "age_group"
"prevalence" "f" "14-15" 1 456 2017 65217 699.204195225171 "age_group"
"prevalence" "f" "14-15" 2 257 2017 65217 394.069031080853 "age_group"
"prevalence" "f" "14-15" 3 116 2017 65217 177.86773387307 "age_group"
"prevalence" "f" "14-15" 4 829 2017 65217 1271.14096017909 "age_group"
"prevalence" "f" "16-17" 1 504 2017 67982 741.372716307258 "age_group"
"prevalence" "f" "16-17" 2 250 2017 67982 367.744402930187 "age_group"
"prevalence" "f" "16-17" 3 97 2017 67982 142.684828336913 "age_group"
"prevalence" "f" "16-17" 4 851 2017 67982 1251.80194757436 "age_group"
"prevalence" "f" "18+" 1 5056 2017 2319384 217.988914297934 "age_group"
"prevalence" "f" "18+" 2 4136 2017 2319384 178.323209955747 "age_group"
"prevalence" "f" "18+" 3 1826 2017 2319384 78.7278001400372 "age_group"
"prevalence" "f" "18+" 4 11018 2017 2319384 475.039924393718 "age_group"
"prevalence" "m" "0-1" 1 268 2017 30286 884.897312289507 "age_group"
"prevalence" "m" "0-1" 2 94 2017 30286 310.374430429902 "age_group"
"prevalence" "m" "0-1" 3 55 2017 30286 181.602060357921 "age_group"
"prevalence" "m" "0-1" 4 417 2017 30286 1376.87380307733 "age_group"
"prevalence" "m" "2-3" 1 518 2017 59721 867.366587967382 "age_group"
"prevalence" "m" "2-3" 2 172 2017 59721 288.005894074111 "age_group"
"prevalence" "m" "2-3" 3 146 2017 59721 244.47011938849 "age_group"
"prevalence" "m" "2-3" 4 836 2017 59721 1399.84260142998 "age_group"
"prevalence" "m" "4-5" 1 593 2017 62378 950.65567988714 "age_group"
"prevalence" "m" "4-5" 2 217 2017 62378 347.879059924974 "age_group"
"prevalence" "m" "4-5" 3 157 2017 62378 251.691301420373 "age_group"
"prevalence" "m" "4-5" 4 967 2017 62378 1550.22604123249 "age_group"
"prevalence" "m" "6-7" 1 664 2017 67553 982.931920121978 "age_group"
